CountryName,CategoryName,CategoryTotal
Kyrgyzstan,violent_discipline_total,53.6
Kyrgyzstan,violent_discipline_male,58.1
Kyrgyzstan,violent_discipline_female,48.7
Lao People's Democratic Republic,child_labor_total,10.1
Lao People's Democratic Republic,child_labor_male,9
Lao People's Democratic Republic,child_labor_female,11.2
Lao People's Democratic Republic,child_marrage_by_15,8.9
Lao People's Democratic Republic,child_marrage_by_18,35.4
Lao People's Democratic Republic,birth_registration_total,74.8
Lao People's Democratic Republic,justification_of_wife_beating_male,49.1
Lao People's Democratic Republic,justification_of_wife_beating_female,58.2
Lao People's Democratic Republic,violent_discipline_total,75.7
Lao People's Democratic Republic,violent_discipline_male,77.1
Lao People's Democratic Republic,violent_discipline_female,74.3
Latvia,birth_registration_total,100
Lebanon,child_labor_total,1.9
Lebanon,child_labor_male,2.7
Lebanon,child_labor_female,0.9
Lebanon,child_marrage_by_15,1.2
Lebanon,child_marrage_by_18,6.1
Lebanon,birth_registration_total,99.5
Lebanon,justification_of_wife_beating_female,9.7
Lebanon,violent_discipline_total,81.9
Lebanon,violent_discipline_male,82.1
Lebanon,violent_discipline_female,81.7
Lesotho,child_labor_total,22.9
Lesotho,child_labor_male,25
Lesotho,child_labor_female,20.7
Lesotho,child_marrage_by_15,2.3
Lesotho,child_marrage_by_18,18.8
Lesotho,birth_registration_total,45.1
Lesotho,justification_of_wife_beating_male,48.4
Lesotho,justification_of_wife_beating_female,37.1
Liberia,child_labor_total,20.8
Liberia,child_labor_male,21.1
Liberia,child_labor_female,20.5
Liberia,child_marrage_by_15,10.8
Liberia,child_marrage_by_18,37.9
Liberia,birth_registration_total,3.6
Liberia,female_genital_mutilation_prevalence_woman,65.7
Liberia,female_genital_mutilation_support_for_practice,45.2
Liberia,justification_of_wife_beating_male,30.2
Liberia,justification_of_wife_beating_female,59.3
Liberia,violent_discipline_total,94
Liberia,violent_discipline_male,94
Liberia,violent_discipline_female,94
Liechtenstein,birth_registration_total,100
Lithuania,birth_registration_total,100
Luxembourg,birth_registration_total,100
Madagascar,child_labor_total,28.1
Madagascar,child_labor_male,29.4
Madagascar,child_labor_female,26.7
Madagascar,child_marrage_by_15,14.4
Madagascar,child_marrage_by_18,48.2
Madagascar,birth_registration_total,79.7
Madagascar,justification_of_wife_beating_male,30.1
Madagascar,justification_of_wife_beating_female,32.3
Malawi,child_labor_total,25.7
Malawi,child_labor_male,25.3
Malawi,child_labor_female,26.2
Malawi,child_marrage_by_15,11.7
Malawi,child_marrage_by_18,49.6
Malawi,justification_of_wife_beating_male,12.9
Malawi,justification_of_wife_beating_female,12.6
Maldives,child_marrage_by_15,0.3
Maldives,child_marrage_by_18,3.9
Maldives,birth_registration_total,92.5
Maldives,justification_of_wife_beating_male,14.3
Maldives,justification_of_wife_beating_female,30.8
Mali,child_labor_total,21.4
Mali,child_labor_male,22
Mali,child_labor_female,20.7
Mali,child_marrage_by_15,14.5
Mali,child_marrage_by_18,55
Mali,birth_registration_total,80.8
Mali,female_genital_mutilation_prevalence_woman,88.5
Mali,female_genital_mutilation_prevalence_girls,74.3
Mali,female_genital_mutilation_support_for_practice,73.2
Mali,justification_of_wife_beating_female,87.2
Malta,birth_registration_total,100
Marshall Islands,child_marrage_by_15,5.6
Marshall Islands,child_marrage_by_18,26.3
Marshall Islands,birth_registration_total,95.9
Marshall Islands,justification_of_wife_beating_male,57.6
Marshall Islands,justification_of_wife_beating_female,55.9
Mauritania,child_labor_total,14.6
Mauritania,child_labor_male,14.3
Mauritania,child_labor_female,14.9
Mauritania,child_marrage_by_15,14.2
Mauritania,child_marrage_by_18,34.3
Mauritania,birth_registration_total,58.8
Mauritania,female_genital_mutilation_prevalence_woman,69.4
Mauritania,female_genital_mutilation_prevalence_girls,53.6
Mauritania,female_genital_mutilation_support_for_practice,40.7
Mauritania,justification_of_wife_beating_female,37.9
Mauritania,violent_discipline_total,86.9
Mauritania,violent_discipline_male,86.5
Mauritania,violent_discipline_female,87.2
Mexico,child_labor_total,6.3
Mexico,child_labor_male,7.3
Mexico,child_labor_female,5.3
Mexico,child_marrage_by_15,5.1
Mexico,child_marrage_by_18,22.9
Mexico,birth_registration_total,93.4
Monaco,birth_registration_total,100
Mongolia,child_labor_total,10.4
Mongolia,child_labor_male,10.3
Mongolia,child_labor_female,10.6
Mongolia,child_marrage_by_15,0.1
Mongolia,child_marrage_by_18,4.7
Mongolia,birth_registration_total,99
Mongolia,justification_of_wife_beating_male,8.8
Mongolia,justification_of_wife_beating_female,10.1
Mongolia,violent_discipline_total,45.6
Mongolia,violent_discipline_male,48
Mongolia,violent_discipline_female,43.1
Montenegro,child_labor_total,9.9
Montenegro,child_labor_male,11.7
Montenegro,child_labor_female,7.8
Montenegro,child_marrage_by_15,0.2
Montenegro,child_marrage_by_18,4.8
Montenegro,birth_registration_total,99
Montenegro,justification_of_wife_beating_female,10.9
Montenegro,violent_discipline_total,63
Montenegro,violent_discipline_male,64.4
Montenegro,violent_discipline_female,61.4
Morocco,child_labor_total,8.3
Morocco,child_labor_male,9.1
Morocco,child_labor_female,7.5
Morocco,child_marrage_by_15,2.5
Morocco,child_marrage_by_18,15.9
Morocco,birth_registration_total,94
Morocco,justification_of_wife_beating_female,63.9
Morocco,violent_discipline_total,90.8
Morocco,violent_discipline_male,92
Morocco,violent_discipline_female,89.5
Mozambique,child_labor_total,22.2
Mozambique,child_labor_male,20.5
Mozambique,child_labor_female,23.8
Mozambique,child_marrage_by_15,14.3
Mozambique,child_marrage_by_18,48.2
Mozambique,birth_registration_total,47.9
Mozambique,justification_of_wife_beating_male,19.9
Mozambique,justification_of_wife_beating_female,22.9
Myanmar,birth_registration_total,72.4
Namibia,child_marrage_by_15,2.4
Namibia,child_marrage_by_18,8.6
Namibia,birth_registration_total,78
Namibia,justification_of_wife_beating_male,40.8
Namibia,justification_of_wife_beating_female,35.2
Nauru,child_marrage_by_15,1.9
Nauru,child_marrage_by_18,26.8
Nauru,birth_registration_total,82.6
Nepal,child_labor_total,33.9
Nepal,child_labor_male,30.2
Nepal,child_labor_female,37.8
Nepal,child_marrage_by_15,10.1
Nepal,child_marrage_by_18,40.7
Nepal,birth_registration_total,42.3
Nepal,justification_of_wife_beating_male,21.5
Nepal,justification_of_wife_beating_female,23.2
Netherlands,birth_registration_total,100
New Zealand,birth_registration_total,100
Nicaragua,child_labor_total,14.5
Nicaragua,child_labor_male,17.6
Nicaragua,child_labor_female,11.2
Nicaragua,child_marrage_by_15,10.4
Nicaragua,child_marrage_by_18,40.6
Nicaragua,birth_registration_total,85
Nicaragua,justification_of_wife_beating_female,13.7
Niger,child_labor_total,42.8
Niger,child_labor_male,42.7
Niger,child_labor_female,42.9
Niger,child_marrage_by_15,36.1
Niger,child_marrage_by_18,74.5
Niger,birth_registration_total,31.8
Niger,female_genital_mutilation_prevalence_woman,2.2
Niger,female_genital_mutilation_prevalence_girls,0.9
Niger,female_genital_mutilation_support_for_practice,2.7
Niger,justification_of_wife_beating_female,70.1
Nigeria,child_labor_total,24.7
Nigeria,child_labor_male,24.1
Nigeria,child_labor_female,25.3
Nigeria,child_marrage_by_15,19.6
Nigeria,child_marrage_by_18,39
Nigeria,birth_registration_total,41.5
Nigeria,female_genital_mutilation_prevalence_woman,27
Nigeria,female_genital_mutilation_prevalence_girls,13.8
Nigeria,female_genital_mutilation_support_for_practice,21.2
Nigeria,justification_of_wife_beating_female,45.6
Nigeria,violent_discipline_total,90.8
Nigeria,violent_discipline_male,91.4
Nigeria,violent_discipline_female,90.3
Norway,birth_registration_total,100
Pakistan,child_marrage_by_15,6.7
Pakistan,child_marrage_by_18,24
Pakistan,birth_registration_total,26.5
Panama,child_labor_total,5.6
Panama,child_labor_male,8
Panama,child_labor_female,3
Papua New Guinea,child_marrage_by_15,2.1
Papua New Guinea,child_marrage_by_18,21.3
Paraguay,child_labor_total,14.6
Paraguay,child_labor_male,16.8
Paraguay,child_labor_female,12.2
Paraguay,child_marrage_by_18,17.9
Paraguay,birth_registration_total,76
Peru,child_labor_total,33.5
Peru,child_labor_male,30.6
Peru,child_labor_female,36.3
Peru,child_marrage_by_15,2.5
Peru,child_marrage_by_18,19.1
Peru,birth_registration_total,96
Philippines,child_marrage_by_15,2.1
Philippines,child_marrage_by_18,14.2
Philippines,birth_registration_total,90
Philippines,justification_of_wife_beating_female,14.1
Poland,birth_registration_total,100
Portugal,child_labor_total,3.4
Portugal,child_labor_male,4.2
Portugal,child_labor_female,2.5
Portugal,birth_registration_total,100
Republic of Moldova,child_labor_total,16.3
Republic of Moldova,child_labor_male,20.2
Republic of Moldova,child_labor_female,12.3
Republic of Moldova,child_marrage_by_15,0.5
Republic of Moldova,child_marrage_by_18,18.9
Republic of Moldova,birth_registration_total,100
Republic of Moldova,justification_of_wife_beating_male,21.7
Republic of Moldova,justification_of_wife_beating_female,20.8
Romania,child_labor_total,0.9
Romania,child_labor_male,1.2
Romania,child_labor_female,0.7
Russian Federation,birth_registration_total,100
Rwanda,child_labor_total,28.5
Rwanda,child_labor_male,26.7
Rwanda,child_labor_female,30.4
Rwanda,child_marrage_by_15,0.8
Rwanda,child_marrage_by_18,8.1
Rwanda,birth_registration_total,63.2
Rwanda,justification_of_wife_beating_male,25.1
Rwanda,justification_of_wife_beating_female,56.2
Samoa,birth_registration_total,47.7
Samoa,justification_of_wife_beating_male,45.7
Samoa,justification_of_wife_beating_female,60.8
San Marino,birth_registration_total,100
Sao Tome and Principe,child_labor_total,7.5
Sao Tome and Principe,child_labor_male,7.7
Sao Tome and Principe,child_labor_female,7.2
Sao Tome and Principe,child_marrage_by_15,5
Sao Tome and Principe,child_marrage_by_18,34.4
Sao Tome and Principe,birth_registration_total,75.1
Sao Tome and Principe,justification_of_wife_beating_male,21.7
Sao Tome and Principe,justification_of_wife_beating_female,19.5
Senegal,child_labor_total,16.5
Senegal,child_labor_male,17.5
Senegal,child_labor_female,15.6
Senegal,child_marrage_by_15,12
Senegal,child_marrage_by_18,32.9
Senegal,birth_registration_total,74.6
Senegal,female_genital_mutilation_prevalence_woman,25.7
Senegal,female_genital_mutilation_prevalence_girls,18
Senegal,female_genital_mutilation_support_for_practice,16.6
Senegal,justification_of_wife_beating_male,24.7
Senegal,justification_of_wife_beating_female,60
Serbia,child_labor_total,4.4
Serbia,child_labor_male,4.5
Serbia,child_labor_female,4.4
Serbia,child_marrage_by_15,0.9
Serbia,child_marrage_by_18,5
Serbia,birth_registration_total,98.9
Serbia,justification_of_wife_beating_male,6.6
Serbia,justification_of_wife_beating_female,2.9
Serbia,violent_discipline_total,67.1
Serbia,violent_discipline_male,70.3
Serbia,violent_discipline_female,63.9
Sierra Leone,child_labor_total,26
Sierra Leone,child_labor_male,27
Sierra Leone,child_labor_female,25
Sierra Leone,child_marrage_by_15,17.7
Sierra Leone,child_marrage_by_18,43.7
Sierra Leone,birth_registration_total,78
Sierra Leone,female_genital_mutilation_prevalence_woman,88.3
Sierra Leone,female_genital_mutilation_prevalence_girls,13.2
Sierra Leone,female_genital_mutilation_support_for_practice,65.9
Sierra Leone,justification_of_wife_beating_female,73.3
Sierra Leone,violent_discipline_total,81.7
Sierra Leone,violent_discipline_male,81.1
Sierra Leone,violent_discipline_female,82.3
Slovakia,birth_registration_total,100
Slovenia,birth_registration_total,100
Solomon Islands,child_marrage_by_15,3.1
Solomon Islands,child_marrage_by_18,22.4
Solomon Islands,justification_of_wife_beating_male,65.1
Solomon Islands,justification_of_wife_beating_female,68.8
Solomon Islands,violent_discipline_total,72
Somalia,child_labor_total,49
Somalia,child_labor_male,44.5
Somalia,child_labor_female,53.6
Somalia,child_marrage_by_15,8.4
Somalia,child_marrage_by_18,45.3
Somalia,birth_registration_total,3
Somalia,female_genital_mutilation_prevalence_woman,97.9
Somalia,female_genital_mutilation_prevalence_girls,46
Somalia,female_genital_mutilation_support_for_practice,64.5
Somalia,justification_of_wife_beating_female,75.7
South Africa,child_marrage_by_15,0.8
South Africa,child_marrage_by_18,5.6
South Africa,birth_registration_total,95
South Sudan,child_marrage_by_15,8.9
South Sudan,child_marrage_by_18,51.5
South Sudan,birth_registration_total,35.4
South Sudan,justification_of_wife_beating_female,78.5
Spain,birth_registration_total,100
Sri Lanka,child_marrage_by_15,1.7
Sri Lanka,child_marrage_by_18,11.8
Sri Lanka,birth_registration_total,97.2
Sri Lanka,justification_of_wife_beating_female,53.2
State of Palestine,child_labor_total,5.7
State of Palestine,child_labor_male,7.4
State of Palestine,child_labor_female,4
State of Palestine,child_marrage_by_15,2.2
State of Palestine,child_marrage_by_18,20.6
State of Palestine,birth_registration_total,99.3
State of Palestine,violent_discipline_total,92.8
State of Palestine,violent_discipline_male,93.7
State of Palestine,violent_discipline_female,91.8
Sudan,child_marrage_by_15,7.2
Sudan,child_marrage_by_18,32.9
Sudan,birth_registration_total,59.3
Sudan,female_genital_mutilation_prevalence_woman,87.6
Sudan,female_genital_mutilation_prevalence_girls,37
Sudan,female_genital_mutilation_support_for_practice,42.3
Sudan,justification_of_wife_beating_female,47
Suriname,child_labor_total,4.1
Suriname,child_labor_male,4.1
Suriname,child_labor_female,4.1
Suriname,child_marrage_by_15,5.2
Suriname,child_marrage_by_18,18.8
Suriname,birth_registration_total,98.9
Suriname,justification_of_wife_beating_female,12.5
Suriname,violent_discipline_total,86.1
Suriname,violent_discipline_male,87
Suriname,violent_discipline_female,85.1
Swaziland,child_labor_total,7.3
Swaziland,child_labor_male,7.7
Swaziland,child_labor_female,6.9
Swaziland,child_marrage_by_15,0.7
Swaziland,child_marrage_by_18,6.5
Swaziland,birth_registration_total,49.5
Swaziland,justification_of_wife_beating_male,23.1
Swaziland,justification_of_wife_beating_female,27.6
Swaziland,violent_discipline_total,88.9
Swaziland,violent_discipline_male,89.7
Swaziland,violent_discipline_female,88.1
Sweden,birth_registration_total,100
Switzerland,birth_registration_total,100
Syrian Arab Republic,child_labor_total,4
Syrian Arab Republic,child_labor_male,5
Syrian Arab Republic,child_labor_female,3
Syrian Arab Republic,child_marrage_by_15,2.5
Syrian Arab Republic,child_marrage_by_18,13.3
Syrian Arab Republic,birth_registration_total,96
Syrian Arab Republic,violent_discipline_total,88.5
Syrian Arab Republic,violent_discipline_male,89.5
Syrian Arab Republic,violent_discipline_female,87.5
Tajikistan,child_labor_total,10
Tajikistan,child_labor_male,9.4
Tajikistan,child_labor_female,10.6
Tajikistan,child_marrage_by_15,1
Tajikistan,child_marrage_by_18,12.7
Tajikistan,birth_registration_total,88.3
Tajikistan,justification_of_wife_beating_female,74.4
Tajikistan,violent_discipline_total,77.7
Tajikistan,violent_discipline_male,79.9
Tajikistan,violent_discipline_female,75.2
Thailand,child_labor_total,8.3
Thailand,child_labor_male,8.3
Thailand,child_labor_female,8.2
Thailand,child_marrage_by_15,2.8
Thailand,child_marrage_by_18,19.6
Thailand,birth_registration_total,100
The former Yugoslav Republic of Macedonia,child_labor_total,12.5
The former Yugoslav Republic of Macedonia,child_labor_male,12.1
The former Yugoslav Republic of Macedonia,child_labor_female,13
The former Yugoslav Republic of Macedonia,child_marrage_by_15,0.9
The former Yugoslav Republic of Macedonia,child_marrage_by_18,6.9
The former Yugoslav Republic of Macedonia,birth_registration_total,99.7
The former Yugoslav Republic of Macedonia,justification_of_wife_beating_female,14.5
The former Yugoslav Republic of Macedonia,violent_discipline_total,69.3
The former Yugoslav Republic of Macedonia,violent_discipline_male,71
The former Yugoslav Republic of Macedonia,violent_discipline_female,67.4
Timor-Leste,child_labor_total,4.2
Timor-Leste,child_labor_male,4.1
Timor-Leste,child_labor_female,4.4
Timor-Leste,child_marrage_by_15,3
Timor-Leste,child_marrage_by_18,18.9
Timor-Leste,birth_registration_total,55.2
Timor-Leste,justification_of_wife_beating_male,80.7
Timor-Leste,justification_of_wife_beating_female,86.2
Togo,child_labor_total,28.3
Togo,child_labor_male,27.7
Togo,child_labor_female,28.9
Togo,child_marrage_by_15,5.8
Togo,child_marrage_by_18,25.2
Togo,birth_registration_total,77.9
Togo,female_genital_mutilation_prevalence_woman,3.8
Togo,female_genital_mutilation_prevalence_girls,0.4
Togo,female_genital_mutilation_support_for_practice,1.9
Togo,justification_of_wife_beating_female,43
Togo,violent_discipline_total,93.2
Togo,violent_discipline_male,93.9
Togo,violent_discipline_female,92.6
Trinidad and Tobago,child_labor_total,0.7
Trinidad and Tobago,child_labor_male,0.7
Trinidad and Tobago,child_labor_female,0.6
Trinidad and Tobago,child_marrage_by_15,1.8
Trinidad and Tobago,child_marrage_by_18,8.1
Trinidad and Tobago,birth_registration_total,97
Trinidad and Tobago,justification_of_wife_beating_female,7.6
Trinidad and Tobago,violent_discipline_total,77.4
Trinidad and Tobago,violent_discipline_male,78.4
Trinidad and Tobago,violent_discipline_female,76.5
Tunisia,child_labor_total,2.1
Tunisia,child_labor_male,2.6
Tunisia,child_labor_female,1.6
Tunisia,child_marrage_by_15,0
Tunisia,child_marrage_by_18,1.6
Tunisia,birth_registration_total,99.2
Tunisia,justification_of_wife_beating_female,30.3
Tunisia,violent_discipline_total,93.2
Tunisia,violent_discipline_male,93.9
Tunisia,violent_discipline_female,92.3
Turkey,child_labor_total,2.6
Turkey,child_labor_male,3.3
Turkey,child_labor_female,1.8
Turkey,child_marrage_by_15,2.5
Turkey,child_marrage_by_18,14
Turkey,birth_registration_total,93.7
Turkey,justification_of_wife_beating_female,24.7
Turkmenistan,child_marrage_by_15,0.6
Turkmenistan,child_marrage_by_18,7.3
Turkmenistan,birth_registration_total,95.5
Turkmenistan,justification_of_wife_beating_female,37.7
Tuvalu,child_marrage_by_15,0
Tuvalu,child_marrage_by_18,9.9
Tuvalu,birth_registration_total,49.9
Tuvalu,justification_of_wife_beating_male,73.1
Tuvalu,justification_of_wife_beating_female,70
Uganda,child_labor_total,25.4
Uganda,child_labor_male,26.9
Uganda,child_labor_female,23.7
Uganda,child_marrage_by_15,9.9
Uganda,child_marrage_by_18,39.7
Uganda,birth_registration_total,29.9
Uganda,female_genital_mutilation_prevalence_woman,1.4
Uganda,female_genital_mutilation_prevalence_girls,1.3
Uganda,female_genital_mutilation_support_for_practice,8.7
Uganda,justification_of_wife_beating_male,43.7
Uganda,justification_of_wife_beating_female,58.3
Ukraine,child_labor_total,7.3
Ukraine,child_labor_male,7.9
Ukraine,child_labor_female,6.7
Ukraine,child_marrage_by_15,0.2
Ukraine,child_marrage_by_18,9.9
Ukraine,birth_registration_total,99.8
Ukraine,justification_of_wife_beating_male,11.1
Ukraine,justification_of_wife_beating_female,3.6
Ukraine,violent_discipline_total,70.3
Ukraine,violent_discipline_male,75.9
Ukraine,violent_discipline_female,64.8
United Arab Emirates,birth_registration_total,100
United Kingdom,birth_registration_total,100
United Republic of Tanzania,child_labor_total,21.1
United Republic of Tanzania,child_labor_male,23.3
United Republic of Tanzania,child_labor_female,18.8
United Republic of Tanzania,child_marrage_by_15,6.6
United Republic of Tanzania,child_marrage_by_18,36.9
United Republic of Tanzania,birth_registration_total,16.3
United Republic of Tanzania,female_genital_mutilation_prevalence_woman,14.6
United Republic of Tanzania,female_genital_mutilation_prevalence_girls,3.4
United Republic of Tanzania,female_genital_mutilation_support_for_practice,5.5
United Republic of Tanzania,justification_of_wife_beating_male,38.1
United Republic of Tanzania,justification_of_wife_beating_female,53.5
United States,birth_registration_total,100
Uruguay,child_labor_total,7.9
Uruguay,child_labor_male,8.3
Uruguay,child_labor_female,7.5
Uruguay,birth_registration_total,100
Uzbekistan,child_marrage_by_15,0.3
Uzbekistan,child_marrage_by_18,7.2
Uzbekistan,birth_registration_total,99.9
Uzbekistan,justification_of_wife_beating_male,59.4
Uzbekistan,justification_of_wife_beating_female,69.6
Vanuatu,child_marrage_by_15,8.8
Vanuatu,child_marrage_by_18,27.1
Vanuatu,birth_registration_total,43
Vanuatu,justification_of_wife_beating_female,60
Vanuatu,violent_discipline_total,78
Venezuela (Bolivarian Republic of),child_labor_total,7.7
Venezuela (Bolivarian Republic of),child_labor_male,9.2
Venezuela (Bolivarian Republic of),child_labor_female,6.2
Venezuela (Bolivarian Republic of),birth_registration_total,81
Viet Nam,child_labor_total,6.9
Viet Nam,child_labor_male,6.5
Viet Nam,child_labor_female,7.4
Viet Nam,child_marrage_by_15,0.5
Viet Nam,child_marrage_by_18,9.3
Viet Nam,birth_registration_total,95
Viet Nam,justification_of_wife_beating_female,35.8
Viet Nam,violent_discipline_total,73.9
Viet Nam,violent_discipline_male,76.3
Viet Nam,violent_discipline_female,71.4
Yemen,child_labor_total,22.7
Yemen,child_labor_male,21.1
Yemen,child_labor_female,24.4
Yemen,child_marrage_by_15,12
Yemen,child_marrage_by_18,32.3
Yemen,birth_registration_total,17
Yemen,female_genital_mutilation_prevalence_woman,17
Yemen,female_genital_mutilation_prevalence_girls,15
Yemen,female_genital_mutilation_support_for_practice,41
Yemen,violent_discipline_total,94.6
Yemen,violent_discipline_male,94.5
Yemen,violent_discipline_female,94.7
Zambia,child_labor_total,40.6
Zambia,child_labor_male,41.6
Zambia,child_labor_female,39.5
Zambia,child_marrage_by_15,8.5
Zambia,child_marrage_by_18,41.6
Zambia,birth_registration_total,14
Zambia,justification_of_wife_beating_male,49.3
Zambia,justification_of_wife_beating_female,61.9
Zimbabwe,child_marrage_by_15,3.9
Zimbabwe,child_marrage_by_18,30.5
Zimbabwe,birth_registration_total,48.8
Zimbabwe,justification_of_wife_beating_male,33.7
Zimbabwe,justification_of_wife_beating_female,39.6
